통계분야,통계유형,통계명,통계표명,랜딩페이지주소
교통/물류,행정자료,물류시설현황,내륙물류기지 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=282&hFormId=4748
교통/물류,행정자료,물류시설현황,물류단지 지정 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=282&hFormId=5881
교통/물류,행정자료,물류시설현황,일반물류터미널 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=282&hFormId=5880
교통/물류,행정자료,버스 및 택시 수송실적(연도별),버스 및 택시 수송실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=433&hFormId=4758
교통/물류,행정자료,영업용 화물차량 대수,영업용 화물차량 대수,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=404&hFormId=4602
교통/물류,행정자료,자동차 리콜 현황,자동차 리콜 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=319&hFormId=4730
교통/물류,행정자료,자동차 면허 및 등록대수 연도별,자동차면허및등록대수(년별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=313&hFormId=4916
교통/물류,행정자료,자동차관리사업자업체현황분기,자동차관리사업자업체현황(분기),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=437&hFormId=4392
교통/물류,행정자료,자동차교통사고발생현황(연도별),자동차교통사고발생현황(년별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=434&hFormId=3838
교통/물류,행정자료,저상버스도입현황,저상버스도입현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=354&hFormId=5250
교통/물류,행정자료,특별교통대책 기간중 주요 지역간 최대 소요 시간 (고속도로),특별교통대책 기간중 주요 지역간 최대 소요 시간,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=424&hFormId=4774
도로/철도,승인통계,도로교량 및 터널현황,노선별 터널현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1038
도로/철도,승인통계,도로교량 및 터널현황,시도별 교량현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1016
도로/철도,승인통계,도로교량 및 터널현황,연도교 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1034
도로/철도,승인통계,도로교량 및 터널현황,연륙교 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1030
도로/철도,승인통계,도로교량 및 터널현황,전국교량 연장별 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1018
도로/철도,승인통계,도로교량 및 터널현황,전국교량현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1002
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1040
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_고속국도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5343
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_구도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5350
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_군도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5349
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_시도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5348
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_일반국도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5344
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_지방도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5346
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_지방도(국가지원),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5347
도로/철도,승인통계,도로교량 및 터널현황,전국터널현황_특별·광역시도,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=5345
도로/철도,승인통계,도로교량 및 터널현황,한강횡단교량현황(총괄),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1022
도로/철도,승인통계,도로교량 및 터널현황,한강횡단교량현황(현황),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=65&hFormId=1046
도로/철도,승인통계,도로교통량조사,1.도로종류별 노선별 차종별 평균일교통량과 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=63&hFormId=996
도로/철도,승인통계,도로교통량조사,2.도로종류별 차종별 평균일교통량과 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=63&hFormId=1240
도로/철도,승인통계,도로교통량조사,3.도로종류별 교통량분포에 따른 연장 및 구성비,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=63&hFormId=994
도로/철도,승인통계,도로현황,01.도로현황 총괄표,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5675
도로/철도,승인통계,도로현황,02.연도별 도로현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=958
도로/철도,승인통계,도로현황,03.시·도별 도로현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=962
도로/철도,승인통계,도로현황,04.도로등급별 차로현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=968
도로/철도,승인통계,도로현황,05.고속국도 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5676
도로/철도,승인통계,도로현황,06.일반국도 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5677
도로/철도,승인통계,도로현황,07.특광시도 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5678
도로/철도,승인통계,도로현황,08.지방도 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5679
도로/철도,승인통계,도로현황,09.시도 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5680
도로/철도,승인통계,도로현황,10.군도현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5681
도로/철도,승인통계,도로현황,11.구도 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5682
도로/철도,승인통계,도로현황,12.시·도별 도로보급률,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=966
도로/철도,승인통계,도로현황,13.일반국도 관리연장현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=976
도로/철도,승인통계,도로현황,14.자동차전용도로현황(고속국도제외),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=970
도로/철도,승인통계,도로현황,15.유료도로현황(전체현황),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5674
도로/철도,승인통계,도로현황,16.유료도로현황(구간별현황),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=59&hFormId=5673
도로/철도,승인통계,철도경찰통계,1.형사사건현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=6683
도로/철도,승인통계,철도경찰통계,1.형사사건현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=5926
도로/철도,승인통계,철도경찰통계,2.경범현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=6684
도로/철도,승인통계,철도경찰통계,2.경범현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=5927
도로/철도,승인통계,철도경찰통계,3.과태료현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=6685
도로/철도,승인통계,철도경찰통계,3.과태료현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=5928
도로/철도,승인통계,철도경찰통계,4-1.가출인 상담 및 처리현황_상담실적,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=5929
도로/철도,승인통계,철도경찰통계,4-2.가출인 상담 및 처리현황_자체발견처리,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=5930
도로/철도,승인통계,철도경찰통계,5.형사사건현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=882
도로/철도,승인통계,철도경찰통계,6.행정범현황(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=884
도로/철도,승인통계,철도경찰통계,7-1.가출현황_가출인상담(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=886
도로/철도,승인통계,철도경찰통계,7-2.가출현황_가출인처리(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=888
도로/철도,승인통계,철도경찰통계,7-3.가출현황_가출인발견(종료),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=68&hFormId=894
도로/철도,승인통계,철도사고현황,건널목사고 상세현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=67&hFormId=876
도로/철도,승인통계,철도사고현황,사상사고 상세현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=67&hFormId=878
도로/철도,승인통계,철도사고현황,열차사고 상세현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=67&hFormId=874
도로/철도,승인통계,철도사고현황,철도사고현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=67&hFormId=5341
도로/철도,행정자료,도로보수현황,01.도로보수실적총괄표,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=60&hFormId=5683
도로/철도,행정자료,도로보수현황,02.도로보수비현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=60&hFormId=978
도로/철도,행정자료,도로투자실적 현황,도로투자실적현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=62&hFormId=986
도로/철도,행정자료,도시철도수송실적_연도별,도시철도수송실적_연도별 저장 목록,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=272&hFormId=6907
도로/철도,행정자료,송변전설비 현황,송변전설비 관련 세부사항,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=448&hFormId=4814
도로/철도,행정자료,송변전설비 현황,송변전설비현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=448&hFormId=5365
도로/철도,행정자료,장대레일 부설 현황,장대레일 부설 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=446&hFormId=4844
도로/철도,행정자료,전철전력설비 현황,전력설비 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=451&hFormId=4812
도로/철도,행정자료,전철전력설비 현황,전철설비 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=451&hFormId=4830
도로/철도,행정자료,철도공사 열차 보유현황,철도공사 열차 보유 현황,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=447&hFormId=4834
도로/철도,행정자료,철도입체교차시설현황_연도별,철도입체교차시설현황(년별),https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=303&hFormId=4744
도로/철도,행정자료,철도터널현황_연도별,철도터널현황_연도별,https://stat.molit.go.kr/portal/cate/viewChk.do?hRsId=302&hFormId=4746
